90 8756.619999999999 0 1680 1 1680
[0.77, 0.67, 0.94, 0.56, 0.8, 0.61, 0.86, 1.0, 0.8, 0.86, 1.05, 1.02, 1.09, 0.76, 0.86, 0.68, 0.97, 1.0, 0.72, 1.09, 0.66, 0.9, 1.01, 0.89, 0.91, 0.89, 0.56, 0.81, 0.83, 0.67, 0.79, 1.01, 0.6, 0.81, 1.05, 0.86, 0.9, 0.89, 1.09, 0.86, 0.58, 0.64, 0.85, 0.88, 1.06, 0.89, 0.96, 0.74, 0.84, 0.82, 0.53, 0.87, 0.85, 0.52, 0.83, 0.67, 0.64, 0.93, 1.0, 0.69, 0.83, 0.67, 0.76, 0.8, 0.76, 0.93, 1.06, 0.61, 0.66, 0.69, 0.79, 0.76, 0.79, 0.64, 0.71, 0.6, 0.95, 0.58, 0.51, 0.83, 0.57, 0.76, 1.09, 0.79, 1.08, 0.7, 0.75, 0.52, 0.68, 0.79]
[1.08, 0.51, 0.72, 0.83, 1.09, 0.55, 1.07, 0.92, 1.07, 0.72, 0.97, 0.95, 1.03, 0.84, 0.71, 0.86, 0.6, 0.57, 0.98, 1.0, 0.88, 0.77, 0.54, 0.52, 0.78, 0.83, 0.53, 1.02, 1.0, 0.87, 0.54, 0.89, 0.75, 0.63, 0.9, 1.05, 0.61, 0.94, 1.04, 0.79, 1.03, 0.56, 0.77, 0.89, 0.85, 0.78, 0.53, 0.62, 1.0, 0.57, 0.68, 0.59, 0.67, 0.92, 0.95, 0.81, 1.09, 0.63, 0.94, 0.6, 0.91, 0.87, 0.82, 1.04, 0.66, 0.88, 0.59, 0.73, 0.89, 0.92, 0.65, 0.59, 0.9, 0.59, 1.07, 1.01, 0.64, 0.82, 0.65, 1.03, 0.69, 1.06, 0.82, 0.51, 0.86, 1.02, 0.96, 0.77, 0.78, 0.54]
[1.08, 0.81, 0.55, 0.82, 0.88, 0.76, 0.78, 0.82, 0.72, 0.5, 1.01, 0.6, 0.68, 0.78, 0.97, 0.59, 0.69, 0.94, 0.92, 0.84, 0.68, 0.53, 0.73, 1.02, 0.56, 0.79, 0.67, 0.94, 0.51, 0.54, 0.84, 0.86, 0.83, 0.98, 0.63, 0.62, 0.54, 0.78, 0.6, 0.57, 1.08, 0.8, 0.76, 0.86, 0.71, 1.05, 0.74, 0.73, 0.72, 0.85, 1.05, 0.83, 0.87, 0.53, 0.58, 0.95, 0.71, 1.07, 0.82, 1.04, 0.86, 1.04, 0.77, 0.74, 0.72, 0.6, 0.99, 0.89, 0.87, 1.07, 1.06, 0.61, 0.9, 0.88, 0.76, 0.79, 0.74, 1.08, 0.96, 1.01, 0.92, 0.64, 0.69, 0.68, 0.83, 1.06, 0.77, 0.79, 0.81, 0.83]
[0.95, 0.98, 1.02, 0.58, 1.08, 1.07, 0.94, 0.98, 1.09, 0.55, 0.63, 0.54, 0.92, 0.55, 0.8, 0.62, 0.62, 1.04, 0.81, 0.91, 0.74, 0.65, 0.82, 0.76, 0.57, 0.62, 0.73, 0.76, 0.79, 0.81, 0.9, 0.54, 0.86, 0.82, 0.65, 0.62, 0.67, 0.63, 0.93, 0.54, 0.96, 0.59, 1.04, 0.9, 1.04, 0.52, 0.52, 0.82, 1.06, 0.76, 0.55, 1.07, 0.69, 0.68, 0.8, 0.98, 0.8, 0.61, 1.02, 0.61, 0.92, 0.74, 1.01, 0.76, 0.82, 0.94, 0.8, 0.8, 1.1, 1.05, 0.73, 1.04, 0.64, 0.91, 0.66, 0.97, 0.76, 0.89, 0.98, 1.01, 1.01, 1.08, 0.92, 0.96, 1.08, 0.57, 0.63, 0.91, 0.54, 0.65]
[0.42, 0.28, 0.39, 0.23, 0.68, 0.23, 0.71, 0.46, 0.7, 0.17, 0.54, 0.18, 0.64, 0.21, 0.47, 0.14, 0.2, 0.38, 0.43, 0.78, 0.29, 0.23, 0.27, 0.38, 0.17, 0.18, 0.1, 0.43, 0.33, 0.24, 0.27, 0.27, 0.35, 0.29, 0.42, 0.26, 0.15, 0.33, 0.65, 0.17, 0.32, 0.18, 0.37, 0.61, 0.7, 0.42, 0.15, 0.23, 0.6, 0.15, 0.19, 0.23, 0.26, 0.13, 0.33, 0.32, 0.42, 0.23, 0.81, 0.28, 0.41, 0.25, 0.49, 0.39, 0.16, 0.36, 0.27, 0.2, 0.56, 0.53, 0.32, 0.28, 0.42, 0.26, 0.29, 0.43, 0.23, 0.3, 0.29, 0.49, 0.25, 0.49, 0.61, 0.24, 0.7, 0.33, 0.27, 0.16, 0.21, 0.22]
[643.92, 420.97, 686.59, 849.02, 800.64, 458.2, 104.62, 623.63, 52.7, 307.48, 98.26, 194.16, 988.88, 70.52, 472.35, 378.84, 316.04, 610.5, 203.18, 363.5, 178.55, 289.26, 74.27, 872.9, 65.68, 626.81, 772.69, 1024.74, 468.0, 681.85, 202.31, 113.94, 241.96, 571.67, 626.88, 80.86, 394.29, 435.36, 587.06, 525.01, 180.26, 358.7, 207.8, 665.45, 221.69, 297.35, 347.3, 367.66, 239.36, 462.02, 557.18, 303.86, 1651.6, 252.62, 138.79, 233.1, 208.58, 510.32, 278.92, 131.9, 192.47, 419.07, 1267.41, 207.17, 874.83, 560.06, 347.49, 221.65, 640.75, 387.62, 545.78, 177.28, 374.0, 796.77, 34.57, 131.79, 602.79, 153.43, 497.05, 151.42, 421.68, 228.82, 180.12, 368.22, 524.51, 929.19, 169.8, 412.59, 1020.35, 1438.48]
[282.16, 123.94, 268.18, 189.9, 557.26, 109.69, 76.5, 288.48, 37.28, 49.19, 53.56, 38.45, 631.09, 13.25, 225.77, 43.46, 61.3, 224.46, 92.25, 294.93, 56.33, 66.04, 21.4, 336.24, 9.66, 115.7, 82.38, 430.38, 150.73, 169.54, 56.84, 31.7, 79.38, 174.58, 259.62, 16.71, 57.17, 153.53, 361.93, 78.37, 59.7, 63.68, 75.4, 414.06, 151.34, 120.81, 62.05, 88.45, 138.23, 76.21, 111.96, 68.33, 479.42, 31.96, 43.39, 76.1, 87.2, 125.74, 221.61, 38.82, 72.07, 107.84, 627.49, 83.86, 158.59, 211.88, 91.09, 48.81, 354.3, 202.3, 164.75, 46.18, 144.3, 210.79, 9.19, 59.78, 129.6, 45.07, 138.1, 74.76, 111.2, 107.58, 112.24, 85.43, 361.38, 342.82, 46.03, 66.91, 205.55, 332.52]
[2719.62, 1604.85, 2932.95, 3745.08, 3503.2, 1791.0, 23.11, 2618.15, -236.51, 1037.38, -8.68, 470.79, 4444.39, -147.4, 1861.73, 1394.2, 1080.18, 2552.5, 515.9, 1317.48, 392.73, 946.31, -128.67, 3864.51, -171.59, 2634.04, 3363.44, 4623.72, 1840.0, 2909.26, 511.53, 69.68, 709.82, 2358.37, 2634.4, -95.69, 1471.47, 1676.8, 2435.3, 2125.06, 401.31, 1293.52, 538.98, 2827.27, 608.46, 986.75, 1236.52, 1338.3, 696.78, 1810.1, 2285.9, 1019.28, 7758.02, 763.08, 193.95, 665.51, 542.89, 2051.62, 894.61, 159.52, 462.37, 1595.33, 5837.04, 535.86, 3874.13, 2300.31, 1237.46, 608.24, 2703.73, 1438.1, 2228.89, 386.41, 1369.99, 3483.85, -327.15, 158.97, 2513.94, 267.13, 1985.25, 257.08, 1608.39, 644.12, 400.61, 1341.08, 2122.54, 4145.94, 349.0, 1562.93, 4601.76, 6692.39]
[910.79, 119.71, 840.88, 449.49, 2286.3, 48.46, -117.52, 942.4, -313.59, -254.04, -232.21, -307.73, 2655.46, -433.77, 628.85, -282.68, -193.48, 622.3, -38.73, 974.64, -218.37, -169.78, -392.99, 1181.2, -451.71, 78.5, -88.09, 1651.89, 253.66, 347.72, -215.78, -341.5, -103.08, 372.91, 798.12, -416.43, -214.16, 267.65, 1309.63, -108.14, -201.52, -181.62, -123.02, 1570.29, 256.69, 104.07, -189.77, -57.76, 191.13, -118.95, 59.8, -158.37, 1897.08, -340.22, -283.03, -119.52, -63.98, 128.71, 608.04, -305.91, -139.65, 39.18, 2637.47, -80.7, 292.96, 559.41, -44.54, -255.94, 1271.49, 511.52, 323.73, -269.11, 221.51, 553.93, -454.03, -201.09, 148.02, -274.64, 190.48, -126.19, 55.98, 37.88, 61.19, -72.86, 1306.89, 1214.08, -269.87, -165.45, 527.77, 1162.6]
[69.16, 92.59, 52.83, 149.46, 73.92, 92.47, 44.11, 120.76, 186.86, 75.18, 54.05, 92.45, 49.86, 133.4, 69.76, 76.01, 96.83, 131.63, 62.11, 81.0, 119.32, 105.48, 136.54, 73.6, 93.15, 69.32, 98.95, 49.96, 65.75, 48.06, 126.31, 87.74, 57.21, 99.57, 70.37, 138.16, 46.02, 83.0, 54.05, 119.37, 120.6, 69.28, 90.32, 65.07, 180.07, 123.72, 80.45, 56.3, 71.27, 80.37, 69.59, 64.83, 74.68, 129.64, 119.27, 90.23, 101.59, 75.16, 102.69, 187.57, 50.97, 64.84, 151.91, 110.52, 93.26, 73.45, 182.48, 128.91, 145.28, 98.85, 143.06, 84.31, 83.5, 61.42, 180.1, 85.62, 105.78, 164.23, 148.67, 59.56, 70.8, 93.92, 59.0, 156.94, 46.03, 129.46, 128.73, 92.73, 113.3, 149.92]
[92, 138, 79, 224, 73, 138, 58, 181, 280, 112, 72, 123, 49, 177, 93, 101, 145, 175, 62, 108, 178, 140, 182, 110, 93, 92, 148, 66, 65, 64, 189, 116, 57, 132, 105, 184, 46, 110, 81, 179, 160, 92, 120, 97, 270, 185, 107, 75, 95, 107, 92, 64, 74, 194, 178, 90, 135, 75, 136, 281, 67, 64, 227, 165, 124, 73, 273, 193, 217, 131, 214, 112, 111, 92, 270, 85, 141, 246, 223, 79, 106, 140, 59, 235, 46, 194, 193, 123, 151, 224]
[355, 1657, 46, 1055, 535, 407, 1124, 937, 1575, 1048, 210, 373, 1567, 847, 76, 1048, 1479, 1613, 98, 1579, 1270, 1048, 440, 157, 1481, 776, 964, 1264, 495, 827, 991, 905, 415, 1071, 1408, 1237, 439, 47, 848, 1281, 1319, 196, 789, 1590, 921, 1037, 601, 719, 1008, 500, 1285, 158, 1485, 1677, 1481, 860, 1216, 214, 118, 196, 1134, 1138, 639, 922, 424, 1221, 255, 795, 148, 1459, 1491, 598, 266, 673, 926, 1387, 1020, 264, 470, 103, 554, 1360, 736, 587, 1120, 1666, 226, 361, 1182, 1211]
[1363, 1680, 382, 1680, 1207, 743, 1680, 1680, 1680, 1680, 882, 1381, 1680, 1183, 1420, 1680, 1680, 1680, 1106, 1680, 1680, 1680, 776, 493, 1680, 1448, 1680, 1600, 1680, 1680, 1327, 1577, 1087, 1680, 1680, 1680, 1111, 719, 1680, 1680, 1680, 1540, 1680, 1680, 1680, 1680, 1273, 1680, 1344, 836, 1621, 494, 1680, 1680, 1680, 1680, 1680, 1680, 454, 1204, 1680, 1680, 1680, 1680, 1680, 1557, 1680, 1680, 484, 1680, 1680, 1606, 1274, 1680, 1598, 1680, 1680, 1680, 1680, 439, 1562, 1680, 1680, 1680, 1456, 1680, 562, 1033, 1680, 1547]
2
[0.0, 0.0]
[66.67, 66.67]
