80 2962.265000000001 0 1680 1 1680
[0.18, 0.18, 0.14, 0.19, 0.13, 0.72, 0.34, 0.26, 0.17, 0.27, 0.72, 0.42, 0.27, 0.12, 0.23, 0.33, 0.26, 0.19, 0.33, 0.11, 0.16, 0.09, 0.42, 0.2, 1.14, 0.23, 0.17, 0.24, 0.16, 0.28, 0.5, 0.32, 0.18, 0.32, 0.67, 0.15, 0.32, 0.26, 0.33, 0.39, 0.79, 0.67, 0.72, 0.14, 0.25, 0.34, 0.3, 0.16, 0.12, 0.15, 0.12, 0.38, 0.29, 0.17, 0.27, 0.16, 0.35, 0.39, 0.27, 0.22, 0.27, 0.35, 0.26, 0.43, 0.29, 0.91, 0.28, 0.85, 0.32, 0.29, 0.58, 0.37, 0.32, 0.17, 0.31, 0.39, 0.26, 0.25, 0.32, 0.78]
[288.96, 200.22, 383.39, 402.19, 311.93, 643.16, 581.07, 790.71, 571.71, 581.89, 1342.92, 246.17, 578.01, 169.75, 466.53, 624.36, 168.19, 505.85, 421.39, 362.15, 195.86, 384.01, 465.84, 700.22, 493.5, 1275.0, 173.93, 353.46, 1011.98, 1116.24, 166.2, 486.33, 209.77, 592.38, 611.08, 201.23, 518.84, 565.07, 340.09, 415.03, 327.55, 160.04, 588.87, 267.13, 228.99, 467.32, 679.65, 163.54, 220.68, 534.71, 175.59, 193.27, 638.93, 598.12, 154.84, 1112.43, 644.52, 593.4, 538.35, 256.72, 344.66, 198.38, 771.59, 169.04, 772.81, 894.04, 927.41, 398.32, 862.33, 202.63, 278.98, 511.74, 787.87, 485.18, 729.11, 193.77, 244.8, 257.64, 1041.06, 374.09]
[55.24, 34.64, 52.41, 77.71, 42.45, 466.58, 177.22, 185.64, 105.13, 137.1, 962.27, 107.03, 144.37, 21.2, 108.93, 217.92, 44.22, 92.93, 135.82, 34.7, 29.34, 33.54, 191.83, 128.95, 493.5, 318.02, 28.74, 81.41, 155.95, 316.66, 80.81, 150.37, 40.91, 196.34, 414.61, 24.88, 165.55, 139.97, 106.07, 163.35, 266.47, 108.12, 426.96, 38.85, 59.01, 157.0, 216.83, 28.21, 31.14, 81.53, 19.83, 74.31, 174.2, 95.91, 45.69, 173.47, 241.62, 219.5, 128.53, 55.66, 100.57, 63.83, 182.06, 69.73, 234.35, 833.43, 264.85, 344.47, 290.03, 60.21, 158.75, 193.84, 253.28, 88.6, 209.5, 79.62, 66.66, 59.8, 327.92, 292.0]
[944.82, 501.12, 1416.94, 1510.95, 1059.66, 2715.79, 2405.36, 3453.55, 2358.57, 2409.47, 6214.62, 730.87, 2390.03, 348.77, 1832.64, 2621.8, 340.94, 2029.27, 1606.97, 1310.76, 479.28, 1420.04, 1829.18, 3001.1, 1967.52, 5874.98, 369.65, 1267.29, 4559.91, 5081.22, 330.99, 1931.67, 548.87, 2461.9, 2555.39, 506.17, 2094.2, 2325.37, 1200.47, 1575.16, 1137.75, 300.19, 2444.36, 835.63, 644.95, 1836.61, 2898.27, 317.69, 603.4, 2173.54, 377.96, 466.34, 2694.63, 2490.59, 274.2, 5062.13, 2722.6, 2466.99, 2191.76, 783.6, 1223.29, 491.9, 3357.94, 345.22, 3364.07, 3970.22, 4137.06, 1491.6, 3811.67, 513.14, 894.92, 2058.7, 3439.36, 1925.89, 3145.56, 468.84, 724.02, 788.18, 4705.31, 1370.43]
[-223.82, -326.78, -237.95, -111.43, -287.77, 1832.89, 386.12, 428.19, 25.63, 185.49, 4311.36, 35.17, 221.87, -393.98, 44.64, 589.61, -278.92, -35.36, 179.08, -326.52, -353.32, -332.3, 459.13, 144.75, 1967.52, 1090.1, -356.3, -92.94, 279.75, 1083.3, -95.95, 251.84, -295.45, 481.71, 1573.03, -375.62, 327.76, 199.84, 30.35, 316.76, 832.36, 40.59, 1634.8, -305.75, -204.94, 285.01, 584.17, -358.97, -344.32, -92.36, -400.84, -128.46, 370.99, -20.45, -271.53, 367.33, 708.11, 597.48, 142.63, -221.69, 2.86, -180.84, 410.31, -151.37, 671.75, 3667.15, 824.24, 1222.37, 950.15, -198.94, 293.75, 469.2, 766.39, -56.99, 547.5, -101.9, -166.72, -200.98, 1139.62, 960.01]
[78.03, 78.14, 117.99, 42.09, 133.0, 74.12, 76.71, 43.23, 97.76, 115.55, 41.31, 68.65, 45.42, 75.24, 48.2, 71.7, 111.56, 118.6, 25.7, 46.45, 53.71, 88.36, 118.5, 50.85, 29.45, 130.31, 111.45, 118.36, 28.79, 100.2, 74.47, 75.46, 80.55, 75.26, 99.67, 80.56, 80.71, 82.17, 52.9, 43.06, 25.26, 113.89, 79.31, 133.25, 80.56, 58.54, 81.7, 53.71, 53.71, 113.26, 114.48, 53.71, 62.69, 72.44, 76.67, 64.73, 74.77, 51.93, 82.67, 44.39, 96.4, 79.16, 56.88, 80.56, 82.43, 79.3, 42.59, 30.23, 22.08, 80.56, 53.71, 115.27, 53.5, 46.63, 100.2, 53.71, 124.15, 70.13, 43.16, 37.97]
[78, 78, 157, 56, 177, 98, 76, 43, 130, 154, 41, 68, 45, 75, 64, 71, 148, 158, 28, 61, 53, 88, 157, 50, 29, 173, 148, 157, 28, 133, 74, 75, 107, 100, 132, 107, 107, 109, 52, 57, 28, 151, 79, 177, 107, 58, 81, 53, 53, 151, 152, 53, 83, 72, 76, 64, 74, 51, 82, 59, 96, 79, 56, 107, 109, 79, 42, 30, 28, 107, 53, 153, 53, 46, 133, 53, 165, 70, 43, 50]
[818, 504, 1120, 546, 869, 1323, 68, 1653, 258, 836, 560, 1135, 1077, 610, 226, 1088, 1581, 630, 975, 162, 1022, 295, 1525, 425, 567, 509, 965, 1499, 175, 752, 1354, 1595, 1532, 759, 534, 957, 62, 224, 1087, 464, 157, 646, 1118, 647, 1513, 1575, 38, 980, 33, 1083, 678, 180, 113, 1418, 66, 500, 566, 1376, 1102, 217, 53, 561, 1412, 476, 620, 388, 139, 1275, 1486, 1628, 924, 51, 1676, 120, 1350, 1466, 337, 1579, 60, 50]
[1680, 1176, 1456, 1680, 1680, 1680, 1680, 1680, 1602, 1680, 1232, 1680, 1680, 1680, 1570, 1680, 1680, 1302, 1647, 1170, 1680, 1639, 1680, 1433, 903, 845, 1637, 1680, 847, 1680, 1680, 1680, 1680, 1680, 1680, 1680, 1680, 1232, 1680, 1680, 1501, 1654, 1680, 1319, 1680, 1680, 1382, 1316, 1377, 1680, 1680, 1680, 449, 1680, 1410, 1680, 1680, 1680, 1438, 1225, 1397, 1680, 1680, 1484, 1680, 1060, 475, 1680, 1680, 1680, 1680, 387, 1680, 1128, 1680, 1680, 1009, 1680, 1404, 722]
2
[0.0, 0.0]
[33.33, 66.67]
