60 2425.2199999999993 0 1680 7 240
[1.07, 0.88, 0.63, 1.06, 0.97, 0.53, 0.66, 0.98, 0.62, 0.59, 0.59, 1.04, 0.76, 0.78, 0.75, 0.61, 0.5, 0.73, 0.7, 0.72, 0.5, 0.88, 1.06, 0.92, 0.76, 1.06, 0.91, 0.87, 0.71, 0.85, 0.68, 0.98, 0.71, 0.61, 0.74, 0.64, 0.59, 0.71, 0.58, 1.03, 0.74, 1.1, 1.07, 0.97, 0.99, 0.85, 0.62, 0.51, 0.56, 0.56, 0.9, 0.55, 0.76, 0.53, 0.51, 0.88, 1.1, 0.72, 0.59, 1.01]
[0.93, 0.66, 0.55, 0.53, 0.97, 0.99, 0.85, 0.54, 0.73, 0.64, 0.76, 0.81, 0.96, 1.06, 0.88, 0.91, 0.94, 0.63, 0.86, 1.09, 1.07, 0.63, 0.69, 0.91, 1.01, 1.03, 0.74, 0.73, 0.61, 0.57, 0.64, 0.78, 0.95, 0.94, 0.73, 0.73, 0.54, 0.76, 0.51, 1.02, 1.04, 0.63, 0.99, 1.09, 0.89, 1.03, 1.09, 1.06, 0.75, 0.8, 1.05, 0.51, 1.03, 0.84, 0.72, 1.05, 0.63, 1.02, 1.09, 0.84]
[0.59, 0.99, 0.81, 0.95, 0.56, 0.99, 0.83, 0.63, 0.52, 1.0, 0.93, 1.08, 0.95, 1.0, 0.58, 0.65, 0.52, 0.94, 1.03, 0.55, 0.61, 0.74, 0.85, 0.89, 0.7, 0.97, 0.7, 0.74, 0.84, 1.06, 0.98, 0.59, 0.81, 0.84, 0.51, 1.09, 0.6, 0.64, 0.64, 0.72, 1.09, 1.09, 0.52, 0.68, 0.9, 0.57, 0.73, 1.03, 0.73, 0.85, 1.05, 0.82, 0.89, 0.52, 1.0, 1.1, 0.85, 0.57, 0.57, 1.01]
[0.69, 1.01, 0.85, 0.96, 0.54, 0.54, 0.67, 0.81, 1.03, 0.79, 0.64, 0.53, 0.6, 0.71, 1.0, 0.57, 0.91, 0.59, 0.94, 0.61, 0.84, 0.95, 0.91, 0.78, 0.72, 0.62, 0.75, 1.04, 0.97, 0.59, 0.67, 0.65, 0.96, 0.93, 1.02, 0.98, 0.78, 0.55, 1.01, 0.62, 0.71, 0.51, 0.93, 0.96, 1.06, 0.9, 1.04, 0.6, 1.07, 0.53, 0.77, 0.79, 0.91, 0.8, 0.83, 0.56, 0.9, 0.56, 0.87, 0.54]
[0.3, 0.52, 0.13, 0.55, 0.21, 0.17, 0.34, 0.2, 0.16, 0.33, 0.18, 0.31, 0.3, 0.29, 0.22, 0.21, 0.23, 0.26, 0.6, 0.2, 0.27, 0.31, 0.43, 0.51, 0.29, 0.69, 0.19, 0.25, 0.37, 0.23, 0.21, 0.27, 0.5, 0.28, 0.27, 0.25, 0.1, 0.12, 0.15, 0.38, 0.63, 0.32, 0.42, 0.5, 0.88, 0.28, 0.51, 0.31, 0.34, 0.2, 0.83, 0.14, 0.36, 0.19, 0.32, 0.47, 0.34, 0.26, 0.33, 0.36]
[213.18, 116.95, 219.28, 238.88, 74.85, 140.77, 191.86, 185.74, 193.98, 469.76, 204.41, 753.2, 300.25, 341.38, 140.86, 821.45, 391.92, 120.93, 254.88, 152.87, 165.67, 211.86, 233.88, 122.61, 161.12, 126.3, 945.29, 270.79, 321.74, 446.14, 122.0, 470.8, 183.93, 177.21, 143.52, 173.86, 364.99, 171.33, 188.24, 329.22, 225.42, 172.44, 1098.98, 234.61, 237.61, 181.0, 533.11, 443.84, 580.8, 221.12, 428.39, 105.28, 160.85, 250.62, 205.81, 94.28, 169.65, 196.98, 141.83, 280.79]
[71.59, 58.09, 29.16, 136.59, 16.42, 24.89, 69.23, 37.47, 31.01, 146.23, 33.69, 230.22, 101.08, 96.26, 28.6, 177.22, 86.08, 30.41, 159.7, 32.09, 43.07, 66.36, 95.26, 66.27, 47.67, 86.45, 166.87, 61.95, 112.64, 110.66, 25.74, 118.15, 95.39, 49.43, 39.66, 40.79, 42.96, 19.96, 32.72, 121.87, 136.8, 60.02, 459.0, 109.62, 211.97, 48.52, 274.87, 138.8, 205.64, 46.41, 349.13, 13.15, 60.19, 45.56, 63.49, 41.78, 61.21, 46.2, 48.56, 97.5]
[565.9, 84.76, 596.41, 694.41, -125.75, 203.87, 459.29, 428.69, 469.88, 1848.79, 522.06, 3265.99, 1001.26, 1206.9, 204.31, 3607.25, 1459.61, 104.67, 774.42, 264.37, 328.37, 559.31, 669.39, 113.03, 305.59, 131.51, 4226.44, 853.97, 1108.72, 1730.72, 109.99, 1854.0, 419.66, 386.03, 217.58, 369.31, 1324.94, 356.65, 441.21, 1146.08, 627.09, 362.22, 4994.89, 673.04, 688.04, 404.99, 2165.55, 1719.22, 2404.01, 605.6, 1641.97, 26.42, 304.27, 753.11, 529.06, -28.62, 348.25, 484.92, 209.16, 903.95]
[-142.04, -209.57, -354.19, 182.93, -417.88, -375.56, -153.83, -312.66, -344.93, 231.14, -331.55, 651.1, 5.39, -18.72, -357.02, 386.08, -69.6, -347.95, 298.48, -339.54, -284.64, -168.2, -23.71, -168.64, -261.67, -67.77, 334.36, -190.26, 63.19, 53.3, -371.32, 90.74, -23.07, -252.83, -301.68, -296.07, -285.22, -400.22, -336.39, 109.34, 183.99, -199.92, 1795.01, 48.12, 559.83, -257.39, 874.35, 194.01, 528.19, -267.97, 1245.65, -434.23, -199.07, -272.19, -182.55, -291.12, -193.93, -268.98, -257.19, -12.51]
[83.3, 139.04, 89.13, 63.24, 153.28, 37.53, 128.58, 49.28, 85.66, 67.7, 44.04, 68.22, 113.84, 48.27, 73.47, 159.83, 69.95, 143.03, 94.52, 42.19, 83.13, 88.57, 67.41, 89.32, 66.02, 144.45, 68.38, 45.97, 90.63, 55.52, 45.42, 76.89, 53.61, 59.89, 86.92, 52.6, 102.76, 127.21, 37.03, 48.87, 83.66, 119.33, 67.3, 70.06, 71.85, 102.77, 89.41, 97.12, 69.78, 65.89, 113.07, 85.35, 57.93, 43.92, 48.62, 93.9, 69.65, 70.57, 91.36, 94.2]
[11, 26, 16, 12, 32, 5, 24, 7, 16, 9, 6, 9, 21, 6, 13, 34, 9, 27, 13, 6, 15, 12, 14, 12, 9, 27, 9, 6, 19, 10, 6, 14, 7, 11, 12, 7, 19, 24, 5, 6, 11, 25, 9, 13, 10, 22, 17, 18, 9, 9, 24, 12, 8, 6, 6, 13, 9, 10, 13, 17]
[115, 109, 185, 154, 87, 202, 134, 230, 85, 113, 9, 130, 20, 113, 58, 34, 47, 176, 201, 219, 173, 79, 40, 28, 95, 125, 224, 45, 1, 84, 188, 159, 128, 168, 31, 211, 26, 36, 209, 14, 138, 180, 61, 114, 225, 5, 233, 108, 71, 151, 226, 71, 231, 226, 13, 157, 231, 4, 220, 69]
[240, 240, 240, 240, 135, 240, 182, 240, 229, 240, 57, 226, 240, 240, 154, 226, 239, 240, 240, 240, 240, 127, 232, 220, 240, 173, 240, 93, 97, 132, 236, 207, 240, 240, 223, 240, 218, 180, 240, 240, 240, 240, 240, 240, 240, 149, 240, 240, 215, 240, 240, 215, 240, 240, 240, 240, 240, 148, 240, 240]
2
[0.0, 0.0]
[33.33, 100.0]
