60 5291.919999999999 0 1680 1 1680
[276.2, 847.33, 370.65, 139.78, 588.64, 329.31, 482.73, 546.05, 633.57, 547.3, 326.54, 256.87, 504.52, 356.16, 468.62, 215.93, 439.53, 254.02, 772.65, 274.76, 119.88, 460.61, 215.93, 420.74, 518.2, 165.04, 317.2, 472.48, 276.53, 174.59, 464.27, 251.98, 350.34, 360.49, 494.51, 620.71, 858.12, 1012.51, 387.39, 68.7, 170.45, 255.75, 629.12, 238.4, 224.95, 367.29, 752.24, 641.02, 189.96, 565.89, 257.97, 255.09, 102.98, 786.09, 368.93, 523.21, 676.54, 652.34, 107.49, 499.17]
[74.86, 130.25, 144.47, 80.43, 130.56, 39.45, 112.7, 142.92, 387.72, 76.76, 85.43, 80.93, 194.96, 133.32, 98.33, 60.8, 243.18, 110.66, 333.74, 63.87, 57.92, 65.37, 68.99, 143.38, 140.3, 54.07, 215.49, 92.13, 49.96, 43.89, 130.57, 150.5, 132.86, 206.18, 63.35, 177.42, 514.01, 242.37, 54.36, 37.11, 45.57, 52.53, 133.76, 125.72, 73.87, 145.9, 528.4, 59.06, 76.43, 167.45, 73.43, 44.38, 42.07, 106.57, 45.65, 138.69, 436.92, 176.26, 23.58, 133.67]
[880.99, 3736.65, 1353.24, 198.92, 2443.22, 1146.56, 1913.66, 2230.26, 2667.85, 2236.48, 1132.7, 784.37, 2022.58, 1280.81, 1843.09, 579.67, 1697.64, 770.11, 3363.25, 873.78, 99.4, 1803.05, 579.63, 1603.71, 2090.99, 325.22, 1086.0, 1862.4, 882.63, 372.96, 1821.36, 759.88, 1251.69, 1302.45, 1972.55, 2603.57, 3790.59, 4562.55, 1436.95, -156.52, 352.24, 778.76, 2645.62, 692.02, 624.76, 1336.46, 3261.21, 2705.1, 449.82, 2329.46, 789.87, 775.44, 14.88, 3430.43, 1344.65, 2116.06, 2882.7, 2761.68, 37.44, 1995.83]
[-125.71, 151.26, 222.35, -97.86, 152.82, -302.75, 63.51, 214.59, 1438.6, -116.18, -72.85, -95.33, 474.8, 166.58, -8.35, -196.01, 715.88, 53.28, 1168.71, -180.66, -210.42, -173.17, -155.03, 216.88, 201.5, -229.67, 577.46, -39.36, -250.18, -280.54, 152.86, 252.48, 164.32, 530.91, -183.24, 387.11, 2070.05, 711.85, -228.22, -314.47, -272.14, -237.33, 168.81, 128.58, -130.65, 229.48, 2141.98, -204.72, -117.86, 337.23, -132.84, -278.12, -289.66, 32.87, -271.76, 193.43, 1684.61, 381.31, -382.1, 168.37]
[42.61, 97.82, 125.27, 37.4, 146.68, 56.2, 63.96, 125.71, 97.88, 72.45, 178.43, 90.96, 124.45, 74.95, 56.5, 51.6, 141.75, 135.04, 83.19, 76.79, 74.34, 126.98, 80.94, 48.1, 90.78, 75.47, 76.09, 85.29, 165.1, 76.2, 87.1, 134.46, 57.13, 51.21, 43.55, 81.75, 72.89, 69.62, 69.55, 71.26, 85.49, 37.18, 146.8, 131.49, 68.78, 50.01, 145.24, 146.89, 74.67, 126.9, 78.19, 81.53, 55.59, 113.65, 69.95, 90.34, 97.84, 74.21, 55.28, 44.44]
[42, 97, 167, 37, 195, 56, 85, 167, 97, 96, 267, 90, 165, 99, 75, 51, 189, 180, 83, 102, 99, 169, 80, 48, 90, 100, 101, 85, 247, 101, 87, 179, 57, 51, 43, 109, 72, 69, 92, 95, 128, 37, 195, 175, 91, 50, 193, 195, 99, 169, 104, 108, 74, 170, 93, 135, 97, 98, 55, 44]
[1293, 328, 378, 1653, 1547, 1398, 356, 952, 1335, 1648, 1511, 91, 660, 1106, 1382, 1174, 370, 432, 880, 166, 1585, 564, 1127, 466, 1653, 1346, 392, 738, 1143, 733, 1037, 566, 1445, 624, 1316, 700, 1526, 1546, 751, 377, 1024, 565, 882, 470, 1326, 242, 1260, 1207, 103, 1197, 388, 695, 934, 1537, 941, 1205, 698, 349, 784, 1206]
[1680, 664, 714, 1680, 1680, 1680, 692, 1288, 1680, 1680, 1680, 1435, 996, 1680, 1680, 1680, 1042, 1680, 1680, 1174, 1680, 1572, 1680, 1680, 1680, 1680, 1064, 1680, 1680, 1680, 1680, 1574, 1680, 960, 1680, 1680, 1680, 1680, 1680, 713, 1680, 901, 1554, 806, 1680, 578, 1680, 1543, 1447, 1680, 1060, 1680, 1270, 1680, 1680, 1541, 1034, 1680, 1680, 1542]
2
[0.0, 0.0]
[33.33, 100.0]
