90 7143.940000000001 0 1680 28 60
[0.76, 0.5, 0.85, 0.83, 0.55, 1.04, 0.77, 0.86, 1.04, 1.09, 0.85, 0.6, 0.52, 0.77, 0.6, 0.67, 0.66, 0.79, 0.9, 1.06, 0.95, 1.03, 1.04, 0.68, 0.53, 1.07, 0.95, 0.64, 0.63, 1.06, 0.98, 1.05, 0.68, 0.55, 0.58, 1.04, 0.64, 1.06, 1.05, 0.85, 0.53, 0.95, 0.82, 0.82, 0.97, 0.76, 0.56, 0.96, 0.81, 0.83, 0.86, 0.72, 0.52, 0.79, 0.67, 0.7, 0.96, 0.67, 0.65, 1.0, 0.73, 1.02, 0.77, 0.79, 0.83, 0.73, 1.09, 0.61, 0.88, 0.89, 0.52, 0.99, 0.7, 1.08, 0.73, 0.64, 1.05, 0.51, 0.72, 1.01, 0.94, 0.83, 0.97, 0.86, 0.6, 1.06, 0.63, 0.51, 0.7, 0.96]
[0.3, 0.15, 0.21, 0.28, 0.3, 0.17, 0.22, 0.35, 0.29, 0.49, 0.3, 0.1, 0.37, 0.31, 0.17, 0.18, 0.18, 0.26, 0.38, 0.46, 0.2, 0.59, 0.3, 0.21, 0.09, 0.43, 0.29, 0.37, 0.21, 0.31, 0.42, 0.5, 0.67, 0.15, 0.16, 0.4, 0.19, 0.56, 0.42, 0.51, 0.42, 0.5, 0.3, 0.16, 0.24, 0.41, 0.51, 0.14, 0.15, 0.15, 0.25, 0.27, 0.17, 0.34, 0.15, 0.29, 0.22, 0.3, 0.19, 0.4, 0.46, 0.39, 0.31, 0.2, 0.56, 0.2, 0.74, 0.4, 0.22, 0.22, 0.16, 0.24, 0.47, 0.46, 0.38, 0.13, 0.36, 0.14, 0.16, 0.21, 0.65, 0.51, 0.43, 0.56, 0.11, 0.21, 0.22, 0.14, 0.27, 0.54]
[143.64, 172.56, 505.43, 150.4, 200.88, 681.02, 256.69, 748.14, 374.53, 270.39, 623.89, 769.63, 347.69, 164.5, 420.52, 371.63, 75.45, 533.73, 235.92, 300.92, 184.99, 1462.39, 352.41, 188.04, 1012.74, 536.79, 921.27, 170.94, 546.22, 447.41, 377.9, 223.58, 548.34, 476.87, 216.82, 549.12, 224.43, 147.07, 402.77, 840.82, 425.48, 406.92, 779.44, 781.46, 858.25, 702.52, 561.8, 133.06, 772.15, 313.18, 283.98, 1637.28, 282.62, 572.92, 449.87, 426.55, 290.82, 490.18, 151.91, 384.94, 729.63, 924.59, 156.93, 544.31, 138.34, 238.31, 305.64, 647.0, 398.72, 657.58, 288.88, 704.28, 547.73, 594.77, 215.3, 220.39, 841.85, 186.87, 155.44, 91.33, 754.82, 489.61, 334.3, 593.45, 616.89, 477.21, 1068.95, 406.88, 513.72, 294.26]
[44.34, 26.9, 112.98, 43.18, 54.79, 115.18, 53.79, 254.77, 110.61, 130.22, 194.38, 79.09, 131.34, 55.72, 73.57, 69.34, 12.9, 145.8, 91.88, 138.14, 34.74, 867.59, 106.18, 42.06, 82.17, 233.68, 274.24, 63.73, 108.77, 133.46, 160.84, 117.87, 368.7, 60.1, 35.38, 219.2, 41.41, 80.87, 165.4, 436.05, 172.49, 221.38, 228.25, 133.69, 235.76, 291.23, 282.8, 19.74, 101.08, 44.18, 69.26, 445.18, 47.54, 195.63, 63.02, 125.05, 65.99, 140.96, 30.39, 149.31, 343.98, 361.36, 52.59, 104.46, 76.8, 42.36, 236.54, 260.03, 84.87, 127.16, 42.17, 164.64, 260.54, 279.39, 85.58, 31.6, 290.48, 25.36, 26.1, 18.5, 484.07, 233.31, 141.51, 346.54, 63.83, 99.1, 239.31, 59.66, 129.19, 156.53]
[218.18, 362.81, 2027.14, 252.02, 504.42, 2905.09, 783.45, 3240.69, 1372.65, 851.93, 2619.46, 3348.14, 1238.47, 322.49, 1602.6, 1358.14, -122.75, 2168.65, 679.61, 1004.58, 424.96, 6811.94, 1262.05, 440.2, 4563.68, 2183.96, 4106.37, 354.7, 2231.08, 1737.04, 1389.5, 617.88, 2241.69, 1884.35, 584.12, 2245.61, 622.17, 235.37, 1513.86, 3704.11, 1627.38, 1534.58, 3397.2, 3407.29, 3791.25, 3012.58, 2308.98, 165.29, 3360.77, 1065.9, 919.89, 7686.42, 913.11, 2364.58, 1749.33, 1632.75, 954.08, 1950.88, 259.54, 1424.68, 3148.16, 4122.93, 284.65, 2221.55, 191.69, 691.53, 1028.22, 2734.98, 1493.6, 2787.89, 944.38, 3021.4, 2238.66, 2473.85, 576.52, 601.97, 3709.24, 434.36, 277.2, -43.36, 3274.1, 1948.03, 1171.48, 2467.25, 2584.47, 1886.05, 4844.75, 1534.41, 2068.58, 971.32]
[-278.31, -365.52, 64.92, -284.11, -226.03, 75.92, -231.05, 773.86, 53.06, 151.11, 471.91, -104.56, 156.7, -221.39, -132.14, -153.32, -435.49, 229.0, -40.61, 190.69, -326.31, 3837.96, 30.91, -289.71, -89.17, 668.41, 871.22, -181.33, 43.86, 167.28, 304.2, 89.35, 1343.48, -199.49, -323.1, 596.01, -292.96, -95.65, 327.0, 1680.24, 362.44, 606.89, 641.23, 168.46, 678.78, 956.13, 913.99, -401.3, 5.42, -279.12, -153.71, 1725.9, -262.31, 478.15, -184.89, 125.27, -170.05, 204.82, -348.03, 246.55, 1219.92, 1306.79, -237.03, 22.31, -115.99, -288.22, 682.7, 800.15, -75.63, 135.81, -289.14, 323.18, 802.7, 896.93, -72.08, -342.01, 952.39, -373.22, -369.49, -407.51, 1920.35, 666.55, 207.53, 1232.72, -180.85, -4.48, 696.56, -201.71, 145.95, 282.65]
[56.54, 38.93, 38.51, 102.04, 87.89, 91.3, 55.6, 58.54, 104.57, 97.37, 49.0, 114.75, 60.88, 40.44, 84.23, 37.95, 81.08, 68.98, 118.18, 61.02, 93.46, 49.9, 106.14, 122.68, 63.3, 73.17, 75.17, 98.08, 48.01, 100.51, 121.09, 63.71, 63.63, 55.13, 61.38, 47.87, 104.95, 82.8, 78.12, 38.57, 94.85, 103.8, 101.8, 111.72, 49.17, 58.97, 41.04, 62.62, 129.29, 56.75, 59.85, 94.64, 100.96, 57.06, 83.91, 82.53, 80.57, 57.73, 53.47, 71.5, 97.57, 72.45, 157.4, 79.89, 94.69, 100.95, 74.2, 93.22, 145.18, 72.03, 83.81, 33.97, 108.12, 110.97, 50.53, 137.84, 49.66, 143.67, 110.92, 54.92, 81.71, 31.69, 91.22, 80.71, 43.92, 54.31, 69.33, 131.31, 55.22, 84.83]
[2, 1, 1, 4, 3, 4, 1, 3, 5, 4, 2, 6, 2, 1, 4, 1, 4, 3, 5, 2, 3, 2, 5, 6, 3, 3, 3, 4, 1, 5, 6, 3, 3, 2, 2, 1, 4, 3, 3, 1, 4, 4, 4, 5, 2, 2, 1, 2, 6, 2, 2, 5, 4, 2, 3, 3, 3, 2, 1, 3, 4, 2, 8, 3, 5, 4, 2, 4, 7, 2, 3, 1, 5, 5, 2, 6, 1, 7, 5, 1, 3, 1, 4, 3, 1, 1, 2, 7, 1, 4]
[48, 53, 43, 32, 18, 39, 55, 54, 18, 40, 41, 35, 46, 32, 32, 12, 14, 54, 23, 34, 22, 2, 9, 49, 56, 48, 24, 34, 31, 46, 46, 45, 23, 26, 56, 59, 37, 58, 44, 17, 27, 1, 55, 5, 41, 54, 15, 31, 44, 43, 41, 12, 51, 55, 32, 24, 37, 44, 13, 6, 13, 34, 59, 25, 24, 11, 16, 27, 38, 51, 51, 24, 32, 36, 5, 18, 3, 10, 13, 44, 31, 47, 7, 29, 43, 4, 31, 0, 10, 7]
[60, 60, 60, 44, 60, 51, 60, 60, 54, 60, 53, 60, 60, 60, 60, 36, 60, 60, 35, 58, 34, 50, 45, 60, 60, 60, 48, 60, 43, 60, 60, 60, 59, 38, 60, 60, 60, 60, 60, 60, 60, 49, 60, 60, 60, 60, 51, 60, 60, 60, 60, 60, 60, 60, 44, 48, 49, 60, 25, 60, 49, 58, 60, 49, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 41, 30, 51, 34, 60, 60, 55, 60, 60, 53, 60, 52, 60, 48, 46, 55]
2
[0.0, 0.0]
[0.0, 66.67]
