110 10189.119999999999 0 1680 28 60
[0.98, 0.59, 0.63, 0.74, 0.59, 1.02, 0.95, 1.03, 1.05, 0.75, 0.72, 0.77, 0.59, 0.97, 0.53, 0.63, 1.08, 0.6, 0.68, 0.99, 1.0, 0.65, 0.67, 0.9, 0.9, 0.65, 0.99, 1.07, 0.92, 0.93, 0.55, 0.57, 0.63, 0.5, 0.98, 0.5, 0.87, 0.87, 1.08, 0.55, 1.08, 0.85, 0.75, 0.64, 0.68, 0.86, 0.71, 0.92, 0.55, 0.83, 0.87, 1.04, 0.8, 1.03, 0.91, 1.09, 0.69, 0.98, 0.84, 0.54, 0.64, 0.9, 1.06, 1.04, 0.98, 0.68, 0.62, 0.86, 0.85, 0.55, 1.0, 0.84, 0.78, 0.56, 0.61, 0.91, 0.84, 0.94, 0.88, 0.85, 0.89, 1.09, 0.61, 0.8, 1.09, 0.72, 0.97, 0.61, 0.59, 0.51, 1.09, 0.74, 0.59, 1.05, 0.74, 1.07, 1.05, 0.88, 0.97, 1.09, 0.71, 0.77, 0.74, 1.06, 0.91, 0.65, 0.65, 0.84, 0.7, 0.99]
[0.68, 0.8, 1.1, 0.95, 0.7, 1.0, 1.06, 0.52, 0.85, 0.58, 0.83, 0.69, 0.56, 0.63, 0.64, 0.53, 1.03, 0.84, 0.76, 0.83, 0.84, 0.97, 0.87, 0.6, 1.02, 0.65, 0.78, 0.53, 0.95, 0.83, 0.72, 0.63, 0.67, 1.06, 0.74, 0.87, 1.02, 0.71, 1.05, 0.76, 0.77, 1.09, 0.82, 0.86, 0.99, 0.87, 0.78, 0.95, 0.89, 0.61, 0.83, 0.9, 0.58, 0.54, 0.95, 0.84, 0.7, 0.93, 0.7, 1.09, 0.88, 0.87, 1.08, 0.62, 0.57, 0.84, 1.04, 0.78, 0.5, 0.94, 0.95, 0.6, 0.57, 0.68, 0.97, 1.07, 0.51, 0.94, 0.54, 0.85, 0.6, 0.85, 0.83, 0.5, 0.9, 0.86, 0.64, 0.82, 1.02, 1.03, 0.63, 0.9, 1.02, 0.58, 0.88, 0.53, 0.64, 0.89, 0.52, 0.88, 0.85, 0.52, 0.59, 0.69, 0.62, 0.77, 0.89, 0.83, 0.91, 0.81]
[0.82, 1.03, 0.77, 0.59, 1.05, 0.96, 0.87, 0.9, 0.64, 0.87, 0.5, 0.58, 0.52, 0.89, 0.58, 0.72, 0.75, 1.02, 1.07, 0.93, 0.64, 0.77, 0.84, 0.92, 0.93, 0.51, 0.55, 0.58, 0.59, 0.81, 0.77, 0.71, 0.86, 0.91, 1.05, 0.5, 1.09, 0.52, 0.74, 0.7, 0.97, 0.69, 0.79, 0.61, 0.57, 0.85, 0.65, 1.03, 0.87, 0.78, 0.61, 1.02, 0.99, 0.99, 0.77, 0.58, 0.83, 0.53, 0.96, 0.62, 0.5, 0.66, 0.63, 0.99, 0.81, 1.0, 0.5, 0.99, 0.69, 0.61, 0.77, 0.88, 0.94, 0.87, 0.84, 0.57, 0.67, 0.85, 0.75, 0.79, 0.7, 1.01, 1.01, 0.77, 0.72, 0.91, 0.89, 0.8, 0.86, 0.86, 1.09, 0.6, 0.72, 0.71, 0.94, 0.71, 0.51, 0.8, 0.79, 1.0, 0.77, 0.69, 0.8, 0.78, 1.09, 0.78, 0.74, 0.67, 0.72, 0.98]
[0.9, 0.87, 1.1, 0.63, 0.86, 0.8, 1.06, 0.83, 0.61, 0.68, 0.91, 0.51, 0.53, 0.61, 1.05, 0.52, 0.96, 0.68, 0.81, 0.56, 0.67, 0.76, 0.82, 0.9, 0.56, 0.88, 1.01, 0.87, 1.07, 0.81, 0.84, 0.82, 0.97, 1.04, 1.03, 0.94, 0.78, 0.66, 0.73, 0.93, 0.6, 0.66, 0.66, 0.7, 0.8, 0.74, 0.88, 0.58, 0.51, 0.74, 1.1, 0.89, 0.78, 0.97, 0.58, 0.61, 0.63, 1.09, 0.64, 0.5, 0.65, 0.7, 0.89, 1.02, 0.89, 0.76, 0.79, 0.82, 0.55, 0.99, 0.54, 0.92, 0.59, 0.67, 0.67, 1.07, 0.55, 0.85, 0.92, 0.97, 0.67, 0.7, 0.63, 0.67, 0.62, 0.87, 0.84, 1.04, 0.67, 0.97, 0.78, 0.56, 0.56, 0.73, 0.81, 0.9, 0.89, 0.92, 0.66, 0.64, 0.8, 0.82, 0.84, 0.74, 1.0, 0.64, 0.56, 1.05, 1.05, 0.8]
[0.45, 0.42, 0.56, 0.24, 0.33, 0.74, 0.89, 0.31, 0.33, 0.19, 0.27, 0.15, 0.06, 0.24, 0.13, 0.09, 0.62, 0.28, 0.28, 0.46, 0.23, 0.25, 0.33, 0.36, 0.35, 0.13, 0.36, 0.21, 0.44, 0.47, 0.23, 0.13, 0.34, 0.53, 0.72, 0.11, 0.39, 0.2, 0.37, 0.2, 0.48, 0.39, 0.27, 0.25, 0.17, 0.33, 0.33, 0.43, 0.13, 0.22, 0.36, 0.9, 0.26, 0.54, 0.28, 0.28, 0.17, 0.52, 0.34, 0.2, 0.19, 0.38, 0.67, 0.57, 0.28, 0.24, 0.14, 0.52, 0.08, 0.21, 0.33, 0.43, 0.12, 0.2, 0.37, 0.58, 0.14, 0.65, 0.18, 0.3, 0.15, 0.51, 0.21, 0.23, 0.34, 0.3, 0.28, 0.41, 0.34, 0.35, 0.63, 0.2, 0.24, 0.28, 0.26, 0.24, 0.31, 0.39, 0.18, 0.4, 0.22, 0.12, 0.19, 0.41, 0.31, 0.25, 0.18, 0.31, 0.39, 0.48]
[76.86, 176.41, 293.73, 143.71, 285.57, 151.99, 763.48, 366.06, 299.66, 840.09, 366.22, 650.2, 233.32, 392.68, 357.44, 329.6, 454.18, 1359.74, 172.95, 1025.22, 715.88, 190.19, 142.54, 281.16, 322.55, 100.47, 901.07, 365.28, 188.84, 34.42, 38.5, 1057.84, 177.3, 1267.72, 133.49, 343.99, 1076.21, 518.56, 403.99, 183.89, 231.74, 116.08, 287.58, 118.13, 167.59, 176.89, 281.88, 695.17, 898.83, 908.01, 754.36, 235.19, 1010.93, 208.36, 38.83, 588.21, 462.59, 649.52, 163.13, 421.66, 330.94, 73.61, 605.74, 570.93, 300.96, 388.58, 1247.02, 146.33, 1062.64, 164.46, 319.48, 257.29, 453.97, 786.04, 725.01, 261.62, 657.34, 669.5, 123.26, 1035.81, 773.42, 121.43, 197.29, 798.39, 416.87, 484.43, 176.46, 208.88, 588.36, 136.95, 1030.8, 322.95, 125.13, 689.21, 104.5, 156.71, 1313.42, 806.58, 156.83, 280.26, 397.93, 569.08, 361.07, 150.0, 380.1, 251.65, 69.82, 74.74, 174.79, 282.54]
[34.66, 76.03, 161.49, 34.27, 98.19, 115.24, 683.52, 109.43, 91.34, 145.93, 103.29, 95.07, 13.5, 91.91, 46.64, 27.23, 281.24, 390.6, 44.73, 482.95, 162.12, 45.42, 51.9, 104.09, 115.89, 12.83, 310.49, 76.77, 81.81, 15.15, 9.63, 145.63, 59.11, 659.5, 97.59, 38.49, 441.51, 103.86, 146.48, 36.81, 114.32, 47.43, 81.19, 32.07, 30.99, 54.97, 90.4, 302.08, 107.42, 201.63, 288.18, 211.68, 264.41, 115.43, 11.07, 165.57, 89.37, 328.78, 52.04, 92.32, 66.27, 27.38, 400.76, 333.25, 83.62, 95.51, 187.18, 80.24, 88.39, 35.42, 100.03, 112.28, 53.55, 161.48, 295.18, 155.24, 86.9, 445.01, 21.1, 307.32, 105.51, 63.09, 42.19, 167.97, 137.74, 136.07, 48.81, 89.83, 196.56, 48.17, 660.88, 60.21, 29.99, 194.47, 27.1, 41.32, 399.08, 329.32, 30.41, 113.39, 84.4, 67.49, 63.7, 58.9, 117.31, 68.84, 14.09, 24.07, 70.28, 135.57]
[-115.7, 382.06, 968.67, 218.54, 927.87, 259.96, 3317.42, 1330.31, 998.31, 3700.47, 1331.11, 2751.0, 666.62, 1463.38, 1287.22, 1148.02, 1770.89, 6298.68, 364.75, 4626.08, 3079.39, 450.94, 212.68, 905.81, 1112.74, 2.36, 4005.36, 1326.38, 444.22, -327.92, -307.49, 4789.19, 386.48, 5838.59, 167.44, 1219.97, 4881.04, 2092.79, 1519.97, 419.43, 658.71, 80.4, 937.89, 90.64, 337.94, 384.43, 909.4, 2975.83, 3994.15, 4040.06, 3271.79, 675.93, 4554.64, 541.81, -305.86, 2441.03, 1812.94, 2747.61, 315.65, 1608.28, 1154.7, -131.95, 2528.72, 2354.64, 1004.79, 1442.9, 5735.1, 231.63, 4813.2, 322.28, 1097.42, 786.45, 1769.87, 3430.18, 3125.04, 808.09, 2786.7, 2847.52, 116.29, 4679.04, 3367.1, 107.15, 486.43, 3491.97, 1584.34, 1922.14, 382.32, 544.42, 2441.81, 184.77, 4653.99, 1114.74, 125.65, 2946.04, 22.49, 283.56, 6067.1, 3532.89, 284.14, 901.31, 1489.64, 2345.39, 1305.33, 249.99, 1400.5, 758.24, -150.88, -126.31, 373.97, 912.72]
[-326.72, -119.83, 307.44, -328.64, -9.04, 76.2, 2917.62, 47.13, -43.31, 229.67, 16.43, -24.67, -432.48, -40.45, -266.79, -363.84, 906.19, 1453.0, -276.34, 1914.77, 310.59, -272.9, -240.5, 20.43, 79.46, -435.87, 1052.44, -116.13, -90.95, -424.25, -451.87, 228.17, -204.47, 2797.48, -12.06, -307.56, 1707.56, 19.31, 232.41, -315.95, 71.6, -262.86, -94.07, -339.66, -345.04, -225.16, -48.0, 1010.41, 37.09, 508.13, 940.89, 558.38, 822.06, 77.15, -444.63, 327.86, -53.14, 1143.9, -239.8, -38.39, -168.66, -363.1, 1503.8, 1166.23, -81.91, -22.46, 435.9, -98.78, -58.05, -322.91, 0.13, 61.4, -232.27, 307.42, 975.9, 276.2, -65.5, 1725.06, -394.52, 1036.59, 27.57, -184.57, -289.07, 339.87, 188.71, 180.37, -255.95, -50.86, 482.78, -259.17, 2804.39, -198.93, -350.06, 472.34, -364.5, -293.42, 1495.4, 1146.6, -347.97, 66.96, -77.99, -162.57, -181.49, -205.48, 86.57, -155.8, -429.55, -379.65, -148.59, 177.85]
[109.18, 58.99, 32.4, 101.24, 73.46, 116.77, 64.39, 69.75, 83.54, 44.44, 127.13, 39.04, 71.64, 70.74, 130.14, 113.2, 124.57, 94.47, 54.36, 126.88, 136.23, 138.92, 111.12, 53.23, 59.53, 106.06, 62.48, 63.89, 147.62, 131.94, 68.8, 73.77, 70.42, 43.56, 142.94, 99.85, 101.87, 54.25, 121.58, 61.57, 96.01, 71.29, 97.11, 116.99, 103.44, 138.1, 44.58, 91.12, 107.17, 125.97, 131.44, 139.36, 122.83, 77.96, 146.56, 61.45, 96.58, 107.03, 145.61, 146.88, 95.36, 75.84, 79.81, 33.81, 52.44, 55.11, 136.06, 72.45, 71.99, 140.85, 61.01, 69.87, 121.7, 69.51, 79.98, 146.08, 71.46, 35.0, 71.61, 65.11, 77.94, 146.74, 75.0, 50.75, 102.85, 137.84, 111.44, 142.67, 60.61, 143.58, 64.19, 64.17, 142.26, 68.79, 82.22, 71.44, 109.85, 137.47, 144.72, 124.45, 47.56, 114.24, 126.52, 48.67, 53.92, 46.56, 116.7, 61.82, 71.95, 113.71]
[5, 2, 1, 4, 2, 6, 2, 2, 3, 1, 6, 1, 2, 2, 6, 6, 6, 5, 1, 6, 7, 7, 5, 1, 2, 5, 2, 2, 7, 7, 2, 3, 2, 1, 7, 5, 5, 1, 6, 2, 5, 2, 5, 6, 4, 7, 1, 4, 5, 6, 7, 7, 6, 3, 7, 2, 4, 5, 7, 7, 5, 2, 4, 1, 1, 1, 7, 2, 2, 7, 2, 2, 6, 2, 4, 7, 3, 1, 2, 2, 4, 7, 2, 1, 5, 7, 5, 7, 2, 7, 2, 2, 7, 3, 2, 2, 5, 7, 7, 6, 1, 6, 6, 1, 1, 1, 6, 2, 2, 6]
[29, 47, 16, 57, 17, 47, 36, 46, 50, 47, 48, 4, 20, 28, 49, 55, 46, 30, 52, 7, 51, 50, 46, 34, 22, 42, 18, 22, 2, 17, 30, 53, 44, 46, 0, 56, 16, 58, 2, 59, 42, 16, 57, 28, 34, 40, 42, 2, 58, 0, 51, 49, 3, 32, 39, 50, 55, 20, 43, 1, 8, 9, 43, 26, 18, 55, 32, 13, 14, 42, 39, 49, 36, 23, 38, 47, 52, 36, 24, 43, 0, 11, 17, 10, 28, 18, 9, 56, 52, 0, 46, 5, 37, 58, 40, 45, 55, 56, 53, 47, 33, 31, 42, 42, 11, 33, 43, 17, 52, 21]
[60, 60, 60, 60, 41, 60, 60, 60, 60, 60, 60, 52, 56, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 46, 60, 54, 60, 26, 41, 60, 60, 60, 60, 12, 60, 40, 60, 26, 60, 60, 60, 60, 40, 60, 60, 60, 26, 60, 60, 60, 60, 15, 44, 60, 60, 60, 32, 60, 60, 44, 57, 60, 50, 30, 60, 60, 49, 60, 60, 51, 60, 60, 59, 60, 60, 60, 60, 36, 60, 48, 60, 53, 22, 60, 30, 33, 60, 60, 36, 60, 29, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 23, 60, 60, 60, 60, 57]
2
[0.0, 0.0]
[66.67, 66.67]
